,batter_id,team,first_name,last_name
450,664702,HOU,Myles,Straw
2765,488681,CLE,Brandon,Barnes
2780,650490,CLE,Yandy,Diaz
3908,595453,MIA,Chad,Wallach
3912,621446,MIA,Lewis,Brinson
3914,542364,MIA,Rafael,Ortega
3916,516770,MIA,Starlin,Castro
3919,592663,MIA,J.T.,Realmuto
3924,605119,MIA,Brian,Anderson
3929,595375,MIA,JT,Riddle
3933,500743,MIA,Miguel,Rojas
3940,642423,MIA,Magneuris,Sierra
3975,518618,MIA,Derek,Dietrich
4006,592680,MIA,Yadiel,Rivera
4047,621573,MIA,Austin,Dean
4051,445988,MIA,Martin,Prado
4072,612672,MIA,Wei-Yin,Chen
4205,543194,MIA,Isaac,Galloway
4283,573185,MIA,Dan,Straily
4772,514917,PHI,Cesar,Hernandez
4773,664068,PHI,Scott,Kingery
4775,546318,PHI,Odubel,Herrera
4778,596748,PHI,Maikel,Franco
4785,452678,PHI,Asdrubal,Cabrera
4789,608384,PHI,Nick,Williams
4802,467793,PHI,Carlos,Santana
4803,656555,PHI,Rhys,Hoskins
4971,596451,PHI,Roman,Quinn
4976,595751,PHI,Jorge,Alfaro
5696,453203,NYY,Shane,Robinson
5703,543309,NYY,Kyle,Higashioka
6135,656811,KC,Ryan,O'Hearn
6136,593528,KC,Jorge,Bonifacio
6244,621433,KC,Brett,Phillips
10616,660670,ATL,Ronald,Acuna Jr.
10619,622666,ATL,Johan,Camargo
10623,452095,ATL,Tyler,Flowers
10628,455976,ATL,Nick,Markakis
10633,518692,ATL,Freddie,Freeman
10637,645277,ATL,Ozzie,Albies
10639,542454,ATL,Danny,Santana
10640,475247,ATL,Ryan,Flaherty
10647,621020,ATL,Dansby,Swanson
10678,592314,ATL,Mike,Foltynewicz
10715,542255,ATL,Ender,Inciarte
10783,518586,ATL,Charlie,Culberson
10803,435559,ATL,Kurt,Suzuki
10848,527054,ATL,Julio,Teheran
10934,640449,NYY,Clint,Frazier
11437,430832,NYM,Jose,Bautista
11441,607043,NYM,Brandon,Nimmo
11446,408314,NYM,Jose,Reyes
11451,608700,NYM,Kevin,Plawecki
11452,642086,NYM,Dominic,Smith
11459,453943,NYM,Todd,Frazier
11464,527038,NYM,Wilmer,Flores
11465,624424,NYM,Michael,Conforto
11601,642708,NYM,Amed,Rosario
11635,519023,NYM,Devin,Mesoraco
13309,488721,ATL,Peter,Bourjos
13575,665742,WSH,Juan,Soto
13577,502517,WSH,Daniel,Murphy
13582,543685,WSH,Anthony,Rendon
13586,547180,WSH,Bryce,Harper
13589,607208,WSH,Trea,Turner
13591,600474,WSH,Pedro,Severino
13595,594694,WSH,Wilmer,Difo
13601,571718,WSH,Brian,Goodwin
13609,572191,WSH,Michael,Taylor
13663,571851,WSH,Spencer,Kieboom
13762,594809,WSH,Adam,Eaton
13894,448602,WSH,Mark,Reynolds
13993,571431,WSH,Matt,Adams
15433,408234,DET,Miguel,Cabrera
16007,456030,BOS,Dustin,Pedroia
16269,571437,PHI,Aaron,Altherr
16290,595284,PHI,Andrew,Knapp
16316,465753,PHI,Pedro,Florimon
16350,601713,PHI,Nick,Pivetta
16420,605400,PHI,Aaron,Nola
16498,621044,PHI,Jesmuel,Valentin
16582,621107,PHI,Zach,Eflin
17835,457803,NYM,Jay,Bruce
17844,571473,NYM,Buddy,Baumann
17845,446653,NYM,Jose,Lobaton
17851,641645,NYM,Luis,Guillorme
17854,595943,NYM,Phillip,Evans
17875,501571,NYM,Juan,Lagares
17923,554430,NYM,Zack,Wheeler
17985,607625,NYM,Seth,Lugo
18015,408236,NYM,Adrian,Gonzalez
18042,592789,NYM,Noah,Syndergaard
23723,573135,CWS,Tyler,Saladino
27,622226,PHI,Dylan,Cozens
43,571506,PHI,Justin,Bour
98,624133,PHI,Ranger,Suarez
292,641487,PHI,J.P.,Crawford
392,595191,PHI,Jerad,Eickhoff
441,643446,NYM,Jeff,McNeil
491,450306,NYM,Jason,Vargas
594,594798,NYM,Jacob,deGrom
720,621512,NYM,Tomas,Nido
1342,592826,PHI,Vince,Velasquez
1382,657557,STL,Paul,DeJong
1386,500874,STL,Jose,Martinez
1390,543939,STL,Kolten,Wong
1396,572761,STL,Matt,Carpenter
1400,664056,STL,Harrison,Bader
1403,621550,STL,Patrick,Wisdom
1404,425877,STL,Yadier,Molina
1405,576397,STL,Jedd,Gyorko
1412,542303,STL,Marcell,Ozuna
1424,641933,STL,Tyler,O'Neill
1458,656427,STL,Jack,Flaherty
1529,666969,STL,Adolis,Garcia
1546,622168,STL,Yairo,Munoz
1664,596295,STL,Austin,Gomber
1780,594824,STL,Greg,Garcia
1810,571945,STL,Miles,Mikolas
1877,475582,WSH,Ryan,Zimmerman
1893,645302,WSH,Victor,Robles
1897,664057,WSH,Andrew,Stevenson
1899,506703,WSH,Adrian,Sanchez
1902,446308,WSH,Matt,Wieters
1929,543699,WSH,Tanner,Roark
2094,622446,WSH,Jefry,Rodriguez
2162,476451,WSH,Jeremy,Hellickson
2342,453286,WSH,Max,Scherzer
2410,622046,SF,Chris,Shaw
2464,502706,SF,Derek,Holland
2560,605244,SF,Aramis,Garcia
2868,592662,ARI,Robbie,Ray
3618,584171,BOS,Hector,Velazquez
3750,519144,BOS,Rick,Porcello
3918,543135,BOS,Nathan,Eovaldi
3950,474568,PIT,Jordy,Mercer
3952,592567,PIT,Colin,Moran
3954,622569,PIT,Pablo,Reyes
3956,570256,PIT,Gregory,Polanco
3961,624428,PIT,Adam,Frazier
3965,516782,PIT,Starling,Marte
3966,591741,PIT,Jose,Osuna
3968,607732,PIT,Jacob,Stallings
3973,621028,PIT,Kevin,Newman
3985,605137,PIT,Josh,Bell
4004,592468,PIT,Nick,Kingham
4067,572816,PIT,Corey,Dickerson
4073,465041,PIT,Francisco,Cervelli
4088,543281,PIT,Josh,Harrison
4113,502042,PIT,Chris,Archer
4207,501896,PIT,David,Freese
4237,553869,PIT,Elias,Diaz
4257,592791,PIT,Jameson,Taillon
4338,623520,CHC,David,Bote
4342,664023,CHC,Ian,Happ
4345,656941,CHC,Kyle,Schwarber
4351,575929,CHC,Willson,Contreras
4355,546991,CHC,Albert,Almora
4357,450314,CHC,Ben,Zobrist
4359,519203,CHC,Anthony,Rizzo
4366,595879,CHC,Javier,Baez
4375,600303,CHC,Tommy,La Stella
4380,518792,CHC,Jason,Heyward
4399,543557,CHC,Mike,Montgomery
4524,656222,TB,Jalen,Beeks
4589,650895,TB,Diego,Castillo
4709,630023,TB,Yonny,Chirinos
4805,592407,MIA,Bryan,Holaday
4881,641154,MIA,Pablo,Lopez
5449,592866,PIT,Trevor,Williams
5563,467100,PIT,Ivan,Nova
5632,656669,PIT,Jordan,Luplow
5666,643230,PIT,Steven,Brault
6473,622694,MIA,Elieser,Hernandez
6580,607471,MIA,Christopher,Bostick
6606,670950,MIA,Trevor,Richards
6811,642571,MIA,Merandy,Gonzalez
6945,592885,MIL,Christian,Yelich
6950,456715,MIL,Lorenzo,Cain
6953,456124,MIL,Erik,Kratz
6954,543768,MIL,Travis,Shaw
6970,541650,MIL,Hernan,Perez
6972,460075,MIL,Ryan,Braun
6984,444489,MIL,Manny,Pina
6994,542583,MIL,Jesus,Aguilar
7011,468504,MIL,Jhoulys,Chacin
7042,502624,MIL,Chase,Anderson
7125,606115,MIL,Orlando,Arcia
7155,519346,MIL,Eric,Thames
7181,489119,MIL,Wade,Miley
7300,543475,MIL,Jordan,Lyles
7327,642547,MIL,Freddy,Peralta
7398,461829,WSH,Gio,Gonzalez
7574,543548,WSH,Tommy,Milone
8047,621261,NYM,Corey,Oswalt
8908,548389,LAD,Ross,Stripling
9157,657077,LAD,Alex,Verdugo
9360,448179,LAD,Rich,Hill
9588,605255,MIA,Brett,Graves
9687,570632,MIA,Jose,Urena
9958,544931,WSH,Stephen,Strasburg
10378,643327,ARI,Zack,Godley
10547,502593,TOR,Jake,Petricka
10629,573186,TOR,Marcus,Stroman
10803,644337,MIL,Nate,Orf
10842,448855,MIL,Junior,Guerra
10981,542979,MIL,Keon,Broxton
11014,658792,MIL,Aaron,Wilkerson
11839,506747,STL,Francisco,Pena
11903,607231,STL,John,Gant
12009,451594,STL,Dexter,Fowler
12065,605154,STL,John,Brebbia
12095,596133,STL,Luke,Weaver
12269,571697,CIN,Scooter,Gennett
12272,553993,CIN,Eugenio,Suarez
12273,547179,CIN,Michael,Lorenzen
12280,606299,CIN,Jose,Peraza
12285,594988,CIN,Scott,Schebler
12286,571740,CIN,Billy,Hamilton
12289,608385,CIN,Jesse,Winker
12290,592200,CIN,Curt,Casali
12293,594807,CIN,Adam,Duvall
12305,607468,CIN,Alex,Blandino
12349,641525,CIN,Brandon,Dixon
12362,622491,CIN,Luis,Castillo
12424,458015,CIN,Joey,Votto
12431,628452,CIN,Raisel,Iglesias
12446,571466,CIN,Tucker,Barnhart
12480,518774,CIN,Matt,Harvey
12684,641816,CIN,Tyler,Mahle
12855,605276,BAL,David,Hess
12929,605164,BAL,Dylan,Bundy
13033,605541,BAL,Mike,Wright
13066,488768,BAL,Andrew,Cashner
13201,502171,BAL,Alex,Cobb
13674,621381,SD,Matt,Strahm
14051,475115,SD,Tyson,Ross
14259,623149,NYM,Paul,Sewald
14669,571893,LAD,Adam,Liberatore
14979,571951,SD,Bryan,Mitchell
15844,623402,NYM,Tim,Peterson
16013,571927,NYM,Steven,Matz
16256,570663,NYM,Hansel,Robles
16325,664869,NYM,P.J.,Conlon
16881,453562,PHI,Jake,Arrieta
17261,543776,MIA,JB,Shuck
17684,608365,CHC,Addison,Russell
17703,592178,CHC,Kris,Bryant
17742,543022,CHC,Tyler,Chatwood
17894,506433,CHC,Yu,Darvish
17992,605170,CHC,Victor,Caratini
18041,657145,CHC,Mark,Zagunis
18074,500779,CHC,Jose,Quintana
18334,606424,MIA,Jarlin,Garcia
18590,592761,MIA,Caleb,Smith
19185,621389,SF,Ty,Blach
19373,608717,SF,Chris,Stratton
19517,493316,NYM,Yoenis,Cespedes
19880,622097,PHI,Jake,Thompson
20316,594838,CIN,Phil,Gosselin
20390,456701,CIN,Homer,Bailey
20435,460060,CIN,Cliff,Pennington
20494,605232,CIN,Brandon,Finnegan
20564,640447,CIN,Phillip,Ervin
20618,607237,CIN,Amir,Garrett
20767,593974,CIN,Wandy,Peralta
20839,607219,CIN,Sal,Romano
21077,607229,NYM,Robert,Gsellman
21575,594902,PHI,Ben,Lively
21918,519068,CHC,Efren,Navarro
22038,572750,CHC,Eddie,Butler
22251,501213,WSH,Moises,Sierra
22254,608703,WSH,Matt,Reynolds
22261,435062,WSH,Howie,Kendrick
22351,595918,WSH,A.J.,Cole
22712,643565,COL,Mike,Tauchman
22916,518452,COL,Chad,Bettis
23146,471083,WSH,Miguel,Montero
159,605612,DET,Harold,Castro
191,605513,DET,Spencer,Turnbull
324,457454,DET,Jarrod,Saltalamacchia
356,596057,DET,Daniel,Norris
540,519455,DET,Jordan,Zimmermann
690,624641,STL,Edmundo,Sosa
992,596012,PIT,Kevin,Kramer
1036,543432,PIT,Ryan,Lavarnway
1068,664196,PIT,Tanner,Anderson
1416,664167,CIN,Blake,Trahan
1426,592863,CIN,Mason,Williams
1763,543101,CIN,Anthony,DeSclafani
